1.822546250822875136e-01
7.948602652397932511e-01
7.976765071245026650e-01
8.188585510317815119e-01
1.907376275530709986e-01
5.366697382042520115e-01
1.895308635468608838e-01
8.023807963018666500e-01
8.057862089675534856e-01
7.772768968139283086e-01
